Name,ScripCode,
JASH,13982,
ABSLBANETF,13987,
ZEEMEDIA,14003,
AVTNPL,14008,
LUMAXTECH,14014,
TIDEWATER,14019,
SARLAPOLY,14043,
SANGHVIMOV,14058,
SAGCEM,14068,
IGPL,14086,
SIYSIL,14096,
PTL,14101,
NETWORK18,14111,
GANDHITUBE,14116,
PITTIENG,14134,
SBGLP,14139,
BTML,14150,
UNOMINDA,14154,
NSLNISP,14180,
NINSYS,14194,
TIMKEN,14198,
HUBTOWN,14203,
TV18BRDCST,14208,
CTE,14218,
TIIL,14223,
HDFCBSE500,14230,
HDFCSML250,14233,
HDFCMID150,14236,
TVSSRICHAK,14245,
REDINGTON,14255,
ORIENTBELL,14278,
GOLDETF,14286,
SEQUENT,14296,
PFC,14299,
FSL,14304,
OSWALSEEDS,14305,
INDIANB,14309,
TTL,14314,
SMSPHARMA,14329,
HSCL,14334,
GANESHHOUC,14339,
ORIENTALTL,14346,
APOLLOPIPE,14361,
IDEA,14366,
POCL,14385,
RAJTV,14403,
PAGEIND,14413,
ASTRAL,14418,
LAOPALA,14423,
GOLDBEES,14428,
JKTYRE,14435,
NAHARSPING,14440,
NAHARPOLY,14445,
IBREALEST,14450,
DIVGIITTS,14479,
GOKULAGRO,14480,
THEMISMED,14485,
NCLIND,14490,
BALAMINES,14501,
BANSWRAS,14511,
ABSLLIQUID,14518,
ICRA,14523,
GOLDSHARE,14535,
DISHTV,14537,
NDLVENTURE,14547,
PHOENIXLTD,14552,
BFUTILITIE,14567,
SRHHYPOLTD,14582,
FORTIS,14592,
ALPHAGEO,14597,
GSLSU,14599,
WEBELSOLAR,14602,
SIMBHALS,14612,
CHEMBOND,14618,
HILTON,14627,
INSECTICID,14657,
KMSUGAR,14667,
NAVINFLUOR,14672,
GUJAPOLLO,14677,
GOACARBON,14687,
TIMETECHNO,14707,
HGS,14712,
DLF,14732,
AXSENSEX,14742,
ADVANIHOTR,14745,
NELCAST,14761,
TARMAT,14771,
LOWVOL,14786,
SPARC,14788,
ADSL,14813,
DECCANCE,14838,
VIPCLOTHNG,14843,
ALPA,14848,
OMAXE,14853,
KOTAKGOLD,14858,
USK,14871,
ASIANTILES,14889,
CENTRALBK,14894,
SAHYADRI,14900,
KDDL,14908,
KPRMILL,14912,
TAKE,14917,
PURVA,14922,
ISMTLTD,14932,
CIEINDIA,14937,
GSEC10YEAR,14938,
MOTILALOFS,14947,
MAGNUM,14957,
CSBBANK,14966,
KSCL,14972,
POWERGRID,14977,
MANGCHEFER,15007,
MAANALU,15017,
PSUBNKBEES,15032,
BAJAJELEC,15034,
CERA,15039,
DELTACORP,15044,
AVALON,15058,
KOTAKPSUBK,15061,
BLAL,15067,
RELIGARE,15068,
ADANIPORTS,15083,
SILVERETF,15085,
EDELWEISS,15119,
KOLTEPATIL,15124,
RGL,15129,
COLPAL,15141,
JYOTHYLAB,15146,
MADHAV,15151,
RHL,15157,
HITECHCORP,15161,
TRIL,15174,
ECLERX,15179,
KIRLPNU,15180,
BRIGADE,15184,
BGRENERGY,15189,
MANAKSIA,15199,
ARIES,15204,
PPAP,15209,
DVL,15214,
PATINTLOG,15219,
UJJIVANSFB,15228,
LICNFNHGP,15229,
AMBIKCO,15234,
BIRLAMONEY,15239,
CEATLTD,15254,
RPOWER,15259,
JKIL,15266,
CORDSCABLE,15271,
ONMOBILE,15278,
KNRCON,15283,
HERCULES,15288,
VIRINCHI,15295,
SEPC,15308,
IRB,15313,
QGOLDHALF,15330,
NMDC,15332,
RAIN,15337,
SHALPAINTS,15342,
SADHNANIQ,15343,
GSS,15347,
RECLTD,15355,
DSPGOLDETF,15356,
NAHARCAP,15360,
VGUARD,15362,
PDMJEPAPER,15377,
MANKIND,15380,
DHANI,15384,
RACE,15391,
EIHAHOTELS,15399,
ATAM,15404,
NESCO,15409,
TITAGARH,15414,
DPSCLTD,15419,
ACL,15420,
HCG,15555,
AVG,15589,
LATTEYS,15840,
HINDWAREAP,15883,
PRINCEPIPE,16045,
BHARATWIRE,16123,
PAVNAIND,16192,
INFIBEAM,16249,
EBBETF0430,16253,
MMP,16395,
VAISHALI,16589,
KIRIINDUS,16639,
SIGMA,16658,
BAJAJ-AUTO,16669,
BAJAJFINSV,16675,
PTCIL,16682,
DIGISPICE,16683,
GHCLTEXTIL,16696,
GOKUL,16705,
UBL,16713,
ALMONDZ,16719,
RPGLIFE,16725,
MKPL,16736,
RBL,16745,
RANEENGINE,16751,
SILVRETF,16777,
LOTUSEYE,16807,
QNIFTY,16819,
VINYLINDIA,16821,
IKIO,16822,
KOKUYOCMLN,16827,
LGBFORGE,16845,
SINDHUTRAD,16859,
DPWIRES,16900,
ARTEMISMED,16913,
ZFCVINDIA,16915,
20MICRONS,16921,
JOCIL,16927,
ASHOKAMET,16943,
ALKALI,16959,
TATAMTRDVR,16965,
MAWANASUG,17022,
PATANJALI,17029,
THYROCARE,17032,
SHARIABEES,17044,
HMAAGRO,17053,
PALREDTEC,17062,
UJJIVAN,17069,
URAVI,17071,
CROMPTON,17094,
SUMICHEM,17105,
PARAGMILK,17130,
IDEAFORGE,17140,
NEXT50,17181,
SHRIPISTON,17186,
CYIENTDLM,17187,
PAKKA,17197,
DSPITETF,17207,
ALBERTDAVD,17256,
ARMANFIN,17263,
ASPINWALL,17270,
SENCO,17271,
SETFGOLD,17272,
BLS,17279,
NAGAFERT,17295,
AJMERA,17307,
LLOYDSME,17313,
MHRIL,17333,
UTKARSHBNK,17358,
VINATIORGA,17364,
SETF10GILT,17395,
PREMEXPLN,17397,
NHPC,17400,
BANKETF,17419,
GLOBUSSPR,17424,
NETWEB,17433,
OIL,17438,
CONTROLPR,17477,
EXPLEOSOL,17486,
RTNPOWER,17520,
MAHASTEEL,17527,
MGL,17534,
DAMODARIND,17541,
AMRUTANJAN,17547,
LIQUID,17572,
DSPPVBKETF,17576,
ASALCBR,17598,
MAHEPC,17603,
DSPSENXETF,17613,
DSPPSBKETF,17616,
MOLDTECH,17625,
ZYDUSWELL,17635,
SUNTECK,17641,
POKARNA,17651,
UNIVPHOTO,17659,
ALOKINDS,17675,
LTGILTBEES,17700,
QUESS,17704,
DEN,17722,
ASTEC,17728,
YATHARTH,17738,
NIITMTS,17747,
SHILPAMED,17752,
SARDAEN,17758,
REFEX,17764,
GROBTEA,17770,
ATL,17778,
TREL,17795,
LTIM,17818,
AHLUCONT,17833,
GILLANDERS,17839,
DLINKINDIA,17851,
REDTAPE,17859,
JSWENERGY,17869,
GODREJPROP,17875,
DBCORP,17881,
ABBOTINDIA,17903,
BAYERCROP,17927,
HINDCOPPER,17939,
SUVENPHAR,17945,
MMTC,17957,
NESTLEIND,17963,
SBICARD,17971,
TRF,17987,
UNITEDTEA,17999,
WHIRLPOOL,18011,
VLEGOV,18012,
SBFC,18026,
ADVENZYMES,18039,
MINDTECK,18049,
CONCORDBIO,18060,
DBL,18086,
JUBLFOOD,18096,
KOTAKNIFTY,18102,
VASCONEQ,18110,
THANGAMAYL,18118,
SRGHFL,18119,
DBREALTY,18124,
YASHO,18131,
EMMBI,18142,
JIOFIN,18143,
TVSSCS,18151,
HATHWAY,18154,
ORIENTLTD,18208,
TEXMOPIPES,18214,
KECL,18220,
MANINFRA,18226,
LORDSCHLO,18232,
DEEPENR,18244,
PYRAMID,18250,
SPAL,18252,
AEROFLEX,18268,
HDFCLIQUID,18279,
HNGSNGBEES,18284,
IVZINGOLD,18292,
LGBBROSLTD,18321,
VPRPL,18341,
NIFMID150,18347,
SANDUMA,18359,
PERSISTENT,18365,
RBLBANK,18391,
RISHABH,18417,
RATNAVEER,18423,
BIGBLOC,18431,
POWERINDIA,18457,
ISFT,18479,
JLHL,18553,
MITTAL,18562,
LTTS,18564,
RRKABEL,18566,
GNA,18571,
KIRLOSBROS,18581,
EMSLIMITED,18593,
ZAGGLE,18608,
SAMHI,18614,
DIAMINESQ,18644,
ICICIPRULI,18652,
MARATHON,18659,
NAVINIFTY,18668,
HPL,18679,
NUVAMA,18721,
SIGNATURE,18743,
KALAMANDIR,18755,
YATRA,18760,
IDFNIFTYET,18783,
ENDURANCE,18822,
VERTOZ,18863,
MAZDA,18866,
SJVN,18883,
KSL,18889,
PNBHOUSING,18908,
VBL,18921,
KINGFA,18944,
RAJRATAN,18962,
MVGJL,19015,
JSWINFRA,19020,
KIRLOSIND,19025,
PODDARMENT,19036,
MANAPPURAM,19061,
AARVI,19073,
ITBEES,19084,
NBIFIN,19111,
UDS,19113,
KIOCL,19126,
SFL,19184,
TI,19196,
HEADSUP,19205,
HMVL,19211,
VALIANTLAB,19218,
TCIEXP,19223,
SENSEXETF,19224,
AARTISURF,19233,
LAURUSLABS,19234,
IMFA,19235,
MONIFTY500,19237,
BLISSGVS,19265,
THEJO,19279,
MOM50,19289,
TERASOFT,19292,
ITDC,19299,
HISARMETAL,19322,
SPCENET,19372,
BOROLTD,19401,
ROSSARI,19410,
AHLEAST,19438,
CAPTRUST,19447,
SECMARK,19496,
BAJAJCON,19531,
HDFCGOLD,19543,
UGARSUGAR,19578,
BSE,19585,
IRMENERGY,19597,
PRICOLLTD,19631,
ITETF,19633,
ALPHAETF,19640,
MAXESTATES,19646,
BLUEJET,19686,
LIQUIDSBI,19705,
GPPL,19731,
ADFFOODS,19761,
MUFIN,19783,
CELLO,19795,
HONASA,19813,
AMNPLST,19867,
RADIOCITY,19877,
ESAFSFB,19878,
DMART,19913,
ORISSAMINE,19931,
EGOLD,19933,
DEEPAKNTR,19943,
SASTASUNDR,20063,
INTENTECH,20071,
INFRABEES,20072,
EROSMEDIA,20080,
CAREERP,20086,
TASTYBITE,20092,
GREENPOWER,20110,
RAMKY,20134,
ASKAUTOLTD,20152,
ARIHANTSUP,20159,
CANTABIL,20160,
AKSHARCHEM,20178,
ASHOKA,20182,
WABAG,20188,
URJA,20203,
CLEDUCATE,20223,
JWL,20224,
OBEROIRLTY,20242,
ESILVER,20257,
IREDA,20261,
TATATECH,20293,
PRESTIGE,20302,
GANDHAR,20303,
NRAIL,20314,
SHANKARA,20321,
FEDFINA,20322,
RESPONIND,20323,
CGCL,20329,
COALINDIA,20374,
IOLCP,20413,
NACLIND,20425,
APCL,20453,
AXISGOLD,20532,
GRAVITA,20534,
DOLLAR,20560,
SUPERHOUSE,20616,
PENIND,20621,
JINDWORLD,20642,
SCHAND,20698,
JAMNAAUTO,20778,
HUDCO,20825,
MOIL,20830,
PSPPROJECT,20877,
KIRLOSENG,20936,
PSB,21001,
STARCEMENT,21091,
BFINVEST,21113,
KICL,21119,
TEJASNET,21131,
ERIS,21154,
CDSL,21174,
GTPL,21195,
AUBANK,21238,
AXISNIFTY,21252,
SUMMITSEC,21275,
DYNPRO,21314,
STEELXIND,21339,
SALASAR,21362,
MAGADSUGAR,21392,
GANGESSECU,21399,
AVADHSUGAR,21406,
MOM100,21423,
THEINVEST,21427,
OPTIEMUS,21469,
UTINEXT50,21478,
STEL,21484,
SIS,21501,
COCHINSHIP,21508,
JUBLINDS,21541,
SMSLIFE,21551,
ABCAPITAL,21614,
APEX,21623,
HINDMOTORS,21676,
BRNL,21683,
DIXON,21690,
DCAL,21704,
LASA,21713,
MATRIMONY,21726,
CHOLAHLDNG,21740,
CAPACITE,21749,
ICICIGI,21770,
SBILIFE,21808,
TEXRAIL,21828,
DIAMONDYD,21840,
HFCL,21951,
INDTERRAIN,21957,
DHUNINV,22233,
EBBETF0431,22239,
EBBETF0425,22243,
WORTH,22277,
MCL,22360,
MAXHEALTH,22377,
LOVABLE,22415,
TOTAL,22423,
MAXIND,22428,
HDFCNIFBAN,22433,
UTIBANKETF,22440,
PFS,22602,
MON100,22739,
MUTHOOTFIN,23650,
BSLGOLDETF,23804,
PIIND,24184,
SYMPHONY,24190,
VADILALIND,24196,
IVZINNIFTY,24217,
RELAXO,24225,
ESTER,24265,
VSTTILLERS,24292,
DELPHIFX,24391,
ASHIANA,24403,
DHANUKA,24409,
FILATEX,24532,
MAITHANALL,24538,
RUSHIL,24595,
BSLNIFTY,24781,
INVENTURE,24870,
L&TFH,24948,
WINDMACHIN,24969,
BODALCHEM,25017,
TREEHOUSE,25082,
ASAHISONG,25088,
TDPOWERSYS,25178,
APLLTD,25328,
PGEL,25358,
PANAMAPET,25392,
PAISALO,25468,
TIJARIA,25482,
SHAKTIPUMP,25574,
TRITURBINE,25584,
INDOTHAI,25608,
LICMFGOLD,25640,
JISLDVREQS,25684,
DSSL,25690,
POLYMED,25718,
RUPA,25724,
APLAPOLLO,25780,
KANANIIND,25786,
MINDACORP,25897,
HEXATRADEX,27008,
TBZ,27037,
VSSL,27067,
SWANENERGY,27095,
SPECIALITY,27107,
RTNINDIA,27297,
SAMPANN,27303,
PROZONER,28859,
MORARJEE,28877,
KITEX,28899,
MAYURUNIQ,28906,
ROSSELLIND,28913,
TVSHLTD,29008,
ZUARI,29050,
CARERATING,29113,
PCJEWELLER,29124,
INDUSTOWER,29135,
VMART,29284,
MOHITIND,29423,
NIF100BEES,29577,
REPCOHOME,29598,
VIVIDHA,29877,
JUSTDIAL,29962,
ATULAUTO,30023,
ORIENTCEM,30089,
ABFRL,30108,
IBULHSGFIN,30125,
ESSENTIA,30323,
PILITA,30835,
RHIM,31163,
MCX,31181,
SCHNEIDER,31234,
NBCC,31415,
ORBTEXP,31475,
JPOLYINVST,31507,
SREEL,31837,
21STCENMGM,7750,
63MOONS,11871,
AAKASH,240,
AAREYDRUGS,5245,
ADANIPOWER,17392,
AIRAN,9897,
AJOONI,3409,
AKSHOPTFBR,8591,
AMDIND,14402,
ARENTERP,181,
ARSHIYA,17825,
ARVEE,2820,
ASTRON,874,
BIL,7853,
CALSOFT,8400,
CCHHL,6385,
COUNCODOS,16989,
CUPID,18524,
DELTAMAGNT,1214,
DEVIT,8149,
DIL,8657,
EIMCOELECO,7915,
EMAMIREAL,19281,
EMKAY,13424,
ENERGYDEV,15053,
EUROTEXIND,999,
GATECHDVR,17,
GTL,1162,
HARRMALAYA,7906,
HECPROJECT,7429,
HINDCON,4924,
HOVS,13595,
IVC,8942,
IWEL,3788,
KOHINOOR,7675,
LEXUS,14462,
LYPSAGEMS,31472,
MCLEODRUSS,11944,
MEP,8779,
MHLXMIRU,7889,
MOTOGENFIN,2268,
NAGREEKEXP,14705,
NIBL,29737,
NILAINFRA,9253,
NILASPACES,7450,
NIPPOBATRY,6782,
OILCOUNTUB,2472,
PANSARI,6141,
PRITI,8310,
RAJMET,2168,
RAJSREESUG,2809,
RELCHEMQ,9661,
RSSOFTWARE,6429,
RVHL,1565,
SALSTEEL,11637,
SGIL,5114,
SHAH,20300,
SHRADHA,716,
SHRENIK,11150,
SIKKO,6226,
SILLYMONKS,19099,
STARTECK,9314,
SUMIT,11141,
SUNDRMBRAK,4179,
SURANASOL,21081,
SURANAT&P,11595,
SUVIDHAA,3005,
TFL,14323,
TIMESGTY,11217,
WALCHANNAG,3736,
WEL,7835,
WILLAMAGOR,5699,
ZENTEC,7508,
A2ZINFRA,20910,
AARTECH,17145,
ABAN,7759,
ABMINTLLTD,5551,
ACCURACY,1472,
ADL,248,
ADROITINFO,8644,
AKI,14895,
AMBICAAGAR,11496,
ANIKINDS,16661,
ANKITMETAL,29434,
ANTGRAPHIC,8285,
APOLLO,1138,
ARCHIDPLY,16799,
AROGRANITE,14561,
ASHAPURMIN,203,
ASIANHOTNR,18425,
ASMS,14069,
ATALREAL,15653,
ATLANTAA,13582,
AURIONPRO,12025,
AUSOMENT,9035,
AUTOIND,14106,
AZAD,20905,
BAFNAPH,17735,
BAGFILMS,14075,
BAIDFIN,13802,
BAJEL,20531,
BANG,15307,
BBOX,8164,
BCONCEPTS,7783,
BEARDSELL,17937,
BEDMUTHA,20196,
BHAGYANGR,20776,
BHANDARI,19560,
BINANIIND,13622,
BKMINDST,5789,
BLUECHIP,8650,
BLUECOAST,8552,
BOHRAIND,11641,
BPL,5163,
BROOKS,25136,
BURNPUR,15198,
BVCL,15077,
BYKE,7930,
CELEBRITY,13165,
CENTEXT,11511,
CENTUM,14982,
CEREBRAINT,30016,
CINELINE,27164,
CINEVISTA,8028,
COMPINFO,19670,
COMPUSOFT,31142,
CROWN,8097,
CUBEXTUB,9881,
CYBERMEDIA,11842,
DANGEE,1116,
DBSTOCKBRO,31111,
DCI,11568,
DCMFINSERV,8704,
DIACABS,18545,
DIGJAMLMTD,6136,
DNAMEDIA,645,
DOMS,20551,
DRCSYSTEMS,2651,
DUCON,28956,
E2E,8940,
EASTSILK,9769,
EDUCOMP,21747,
ELECTHERM,14902,
ELGIRUBCO,24928,
EQUIPPP,3553,
ESSARSHPNG,25634,
EXCEL,17380,
FCONSUMER,30041,
FLAIR,20372,
FLEXITUFF,25512,
FLFL,14868,
FMNL,21017,
FSC,14628,
GANGAFORGE,4959,
GATECH,18018,
GEEKAYWIRE,17924,
GENCON,2191,
GENSOL,17012,
GET&D,16787,
GKWLIMITED,17360,
GLOBE,400,
GODHA,1610,
GOLDENTOBC,11619,
GOLDTECH,9878,
GOYALALUM,11789,
GPTINFRA,17689,
GTECJAINX,1135,
GUJRAFFIA,10097,
GULFPETRO,11584,
GVKPIL,13226,
GVPTECH,10866,
HAPPYFORGE,20854,
HAVISHA,8417,
HBSL,4118,
HMT,19698,
HPIL,11800,
HYBRIDFIN,12814,
ICDSLTD,9610,
IEL,13307,
IITL,19529,
IL&FSENGG,9380,
IL&FSTRANS,9381,
IMPEXFERRO,11681,
INCREDIBLE,17511,
INDBANK,16933,
INDIASHLTR,20556,
INDOSTAR,3098,
INDOTECH,13275,
INDOWIND,14956,
INDRAMEDCO,8852,
INDSWFTLTD,11605,
INFOMEDIA,13693,
INNOVACAP,21062,
INOXINDIA,20607,
INSPIRISYS,13730,
IZMO,14178,
JAIBALAJI,14076,
JBMA,11655,
JETAIRWAYS,13420,
JITFINFRA,19695,
JYOTISTRUC,5481,
KALYANI,19653,
KALYANIFRG,15160,
KAPSTON,18969,
KARMAENG,24389,
KAUSHALYA,15140,
KAVVERITEL,15248,
KCPSUGIND,8849,
KEEPLEARN,8880,
KERNEX,13125,
KEYFINSERV,9505,
KHADIM,433,
KILITCH,19937,
KRIDHANINF,11480,
KRITIKA,9296,
KRITINUT,11432,
KSHITIJPOL,10412,
KSOLVES,11060,
LAL,14924,
LGHL,19872,
LLOYDSENGG,17801,
LPDC,16867,
LYKALABS,7248,
MACPOWER,22349,
MADHUCON,13668,
MANAKCOAT,7417,
MANUGRAPH,13575,
MARINE,1334,
MASKINVEST,18731,
MBECL,13687,
MBLINFRA,18033,
MEGASOFT,14797,
MELSTAR,17950,
MICEL,7165,
MIRCELECTR,6853,
MODIRUBBER,6934,
MOKSH,3595,
MOTISONS,20788,
MSPL,11922,
MTEDUCARE,31413,
MUFTI,20878,
MUKTAARTS,8691,
MURUDCERA,9024,
MUTHOOTMF,20831,
NAGREEKCAP,14943,
NDGL,18375,
NDL,31262,
NDRAUTO,22257,
NECCLTD,13533,
NEWGEN,1170,
NEXTMEDIA,9864,
NIRAJISPAT,18844,
NITCO,13304,
NITIRAJ,3251,
NKIND,9409,
NOIDATOLL,11214,
NORBTEAEXP,9431,
NUCLEUS,14124,
OMINFRAL,24235,
OMKARCHEM,13515,
ONELIFECAP,25496,
PALASHSECU,21387,
PANACHE,16292,
PARASPETRO,8975,
PARSVNATH,13795,
PGIL,14264,
PIGL,15716,
PIONEEREMB,13466,
PKTEA,10318,
PLAZACABLE,19461,
PODDARHOUS,19672,
PRAENG,13945,
PRAKASH,9454,
PRAKASHSTL,19603,
PRAXIS,1216,
PREMIER,6248,
PREMIERPOL,10401,
PRUDMOULI,20528,
PVP,6273,
RADAAN,10932,
RAJRILTD,8428,
RBZJEWEL,20893,
REGENCERAM,9051,
REMSONSIND,9368,
RHFL,21737,
RKDL,20954,
ROLLT,19108,
RPPINFRA,20764,
RUCHINFRA,8423,
S&SPOWER,8733,
SABEVENTS,18501,
SABTN,15060,
SADBHAV,13240,
SADBHIN,10622,
SAKSOFT,11797,
SAKUMA,13251,
SALONA,17351,
SAMBHAAV,9829,
SANCO,14630,
SARVESHWAR,12913,
SEJALLTD,7094,
SELMC,6274,
SEMAC,11964,
SERVOTECH,5511,
SETCO,17518,
SEYAIND,10836,
SGL,13367,
SHAHALLOYS,11856,
SHIVAMAUTO,13757,
SHREERAMA,7634,
SHREYANIND,9054,
SICALLOG,19440,
SIGIND,4517,
SIL,11298,
SIMPLEXINF,9331,
SITINET,14001,
SOFTTECH,8268,
SOMATEX,9104,
SOMICONVEY,17798,
SONAMLTD,8817,
SOUTHWEST,9679,
SPENTEX,22439,
SPMLINFRA,7166,
SPYL,21099,
SRPL,143,
SUNCLAY,20962,
SUNDARAM,18935,
SUPERSPIN,8931,
SUPREMEENG,1389,
SUPREMEINF,13419,
SURAJEST,20822,
SUULD,643,
SUZLON,12021,
SVLL,15126,
SVPGLOB,5023,
TALBROAUTO,13652,
TARAPUR,18831,
TCLCONS,19503,
TECHIN,25194,
TECILCHEM,14739,
TGBHOTELS,14611,
THOMASCOTT,31021,
TIL,11624,
TIPSFILMS,11378,
TIRUPATIFL,22284,
TOUCHWOOD,16910,
TPHQ,17000,
TREJHARA,7605,
TVVISION,18508,
UMESLTD,19145,
UNIINFO,7797,
UNITECH,8893,
UNIVAFOODS,10366,
UNIVASTU,18979,
V2RETAIL,14766,
VARDMNPOLY,6893,
VASWANI,25340,
VIJIFIN,17691,
VIKASECO,25756,
VINNY,12506,
VISESHINFO,7306,
WANBURY,14067,
WEALTH,1933,
WEIZMANIND,4945,
WELINV,19804,
WELSPUNLIV,11253,
WEWIN,9865,
WINSOME,25045,
WIPL,20491,
WSI,14828,
YAARI,24999,
ZEELEARN,20856,
ZENITHSTL,14566,
ZODIAC,7138,

NIFTY,999920000,
Nifty Jr,999920001,
Nifty 500,999920003,
Midcap 200,999920004,
BANKNIFTY,999920005,
Nifty 100,999920006,
Nifty IT,999920008,
Nifty Realty,999920009,
Nifty Midcap 50,999920010,
Nifty Infra,999920011,
Nifty Energy,999920012,
Nifty FMCG,999920013,
Nifty MNC,999920014,
Nifty Pharma,999920015,
Nifty PSE,999920016,
Nifty PSU Bank,999920017,
Nifty Serv Sector,999920018,
HangSeng BeES-NAV,999920020,
Nifty 200,999920021,
Nifty Mid Liq 15,999920024,
Nifty Pvt Bank,999920025,
Nifty GS 8 13Yr,999920027,
Nifty GS 10Yr,999920028,
Nifty GS 10Yr Cln,999920029,
Nifty GS 4 8Yr,999920030,
Nifty GS 11 15Yr,999920031,
Nifty GS 15YrPlus,999920032,
Nifty GS Compsite,999920033,
NiftyCPSE,999920039,
NIFTY AUTO,999920040,
FINNIFTY,999920041,
NIFTY METAL,999920042,
MIDCPNifty,999920043,
NIFTY SMALLCAP 100,999920044,
NIFTY SMALLCAP 50,999920045,
NIFTY SMALLCAP 250,999920046,
NIFTY MIDSMALLCAP 400,999920047,
NIFTY MIDCAP 100,999920048,
NIFTY HEALTHCARE,999920049,
NIFTY OIL AND GAS,999920050,
NIFTY500 MULTICAP,999920051,
NIFTY MIDCAP 150,999920052,
NIFTY TOTAL MARKET,999920053,
NIFTY INDIA DIGITAL,999920054,
NIFTY ALPHA 50,999920055,
NIFTY ALPHA LOW-VOLATILITY 30,999920056,
NIFTY MIDCAP150 QUALITY 50,999920057,
NIFTY100 EQUAL WEIGHT,999920058,
NIFTY100 ESG,999920059,
NIFTY100 LOW VOLATILITY 30,999920060,
NIFTY100 QUALITY 30,999920061,
NIFTY200 QUALITY 30,999920062,
NIFTY50 EQUAL WEIGHT,999920063,
NIFTY FINANCIAL SERVICES 25/50,999920064,
NIFTY100 ESG SECTOR LEADERS,999920065,
NIFTY200 MOMENTUM 30,999920066,
NIFTY50 DIVIDEND POINTS,999920067,
NIFTY CONSR DURBL,999920068,
NiftyMedia,999920075,
